Name,Roll No,Batch,Department
Student_2016,Roll2016,24,Electrical Engineering
Student_2017,Roll2017,21,Software Engineering
Student_2018,Roll2018,21,Electrical Engineering
Student_2019,Roll2019,22,Computer Science
Student_2020,Roll2020,21,Artificial Intelligence
Student_2021,Roll2021,22,Business Analytics
Student_2022,Roll2022,22,Computer Science
Student_2023,Roll2023,21,Artificial Intelligence
Student_2024,Roll2024,23,Artificial Intelligence
Student_2025,Roll2025,21,Software Engineering
Student_2026,Roll2026,22,Electrical Engineering
Student_2027,Roll2027,22,Software Engineering
Student_2028,Roll2028,24,Software Engineering
Student_2029,Roll2029,24,Computer Science
Student_2030,Roll2030,21,Computer Science
Student_2031,Roll2031,24,Computer Science
Student_2032,Roll2032,23,Business Analytics
Student_2033,Roll2033,22,Software Engineering
Student_2034,Roll2034,24,Artificial Intelligence
Student_2035,Roll2035,23,Business Analytics
Student_2036,Roll2036,21,Software Engineering
Student_2037,Roll2037,21,Electrical Engineering
Student_2038,Roll2038,24,Electrical Engineering
Student_2039,Roll2039,22,Business Analytics
Student_2040,Roll2040,21,Software Engineering
Student_2041,Roll2041,21,Artificial Intelligence
Student_2042,Roll2042,21,Computer Science
Student_2043,Roll2043,22,Business Analytics
Student_2044,Roll2044,23,Electrical Engineering
Student_2045,Roll2045,23,Business Analytics
Student_2046,Roll2046,22,Artificial Intelligence
Student_2047,Roll2047,21,Computer Science
Student_2048,Roll2048,24,Software Engineering
Student_2049,Roll2049,22,Computer Science
Student_2050,Roll2050,24,Electrical Engineering
Student_2051,Roll2051,22,Computer Science
Student_2052,Roll2052,22,Electrical Engineering
Student_2053,Roll2053,21,Software Engineering
Student_2054,Roll2054,23,Computer Science
Student_2055,Roll2055,22,Software Engineering
Student_2056,Roll2056,23,Business Analytics
Student_2057,Roll2057,24,Computer Science
Student_2058,Roll2058,22,Electrical Engineering
Student_2059,Roll2059,21,Business Analytics
Student_2060,Roll2060,24,Computer Science
Student_2061,Roll2061,23,Artificial Intelligence
Student_2062,Roll2062,21,Business Analytics
Student_2063,Roll2063,22,Electrical Engineering
Student_2064,Roll2064,23,Computer Science
Student_2065,Roll2065,22,Artificial Intelligence
Student_2066,Roll2066,21,Software Engineering
Student_2067,Roll2067,23,Software Engineering
Student_2068,Roll2068,24,Business Analytics
Student_2069,Roll2069,22,Business Analytics
Student_2070,Roll2070,24,Software Engineering
Student_2071,Roll2071,24,Artificial Intelligence
Student_2072,Roll2072,24,Business Analytics
Student_2073,Roll2073,24,Software Engineering
Student_2074,Roll2074,21,Software Engineering
Student_2075,Roll2075,24,Electrical Engineering
Student_2076,Roll2076,24,Computer Science
Student_2077,Roll2077,24,Software Engineering
Student_2078,Roll2078,23,Business Analytics
Student_2079,Roll2079,23,Business Analytics
Student_2080,Roll2080,22,Electrical Engineering
Student_2081,Roll2081,21,Artificial Intelligence
Student_2082,Roll2082,23,Computer Science
Student_2083,Roll2083,22,Computer Science
Student_2084,Roll2084,22,Artificial Intelligence
Student_2085,Roll2085,22,Business Analytics
Student_2086,Roll2086,23,Software Engineering
Student_2087,Roll2087,22,Computer Science
Student_2088,Roll2088,23,Electrical Engineering
Student_2089,Roll2089,21,Electrical Engineering
Student_2090,Roll2090,23,Computer Science
Student_2091,Roll2091,22,Electrical Engineering
Student_2092,Roll2092,22,Computer Science
Student_2093,Roll2093,22,Artificial Intelligence
Student_2094,Roll2094,22,Computer Science
Student_2095,Roll2095,23,Software Engineering
Student_2096,Roll2096,23,Electrical Engineering
Student_2097,Roll2097,21,Electrical Engineering
Student_2098,Roll2098,23,Software Engineering
Student_2099,Roll2099,24,Computer Science
Student_2100,Roll2100,24,Artificial Intelligence
Student_2101,Roll2101,24,Computer Science
Student_2102,Roll2102,21,Artificial Intelligence
Student_2103,Roll2103,22,Software Engineering
Student_2104,Roll2104,21,Electrical Engineering
Student_2105,Roll2105,21,Business Analytics
Student_2106,Roll2106,23,Business Analytics
Student_2107,Roll2107,21,Artificial Intelligence
Student_2108,Roll2108,23,Computer Science
Student_2109,Roll2109,23,Electrical Engineering
Student_2110,Roll2110,23,Software Engineering
Student_2111,Roll2111,23,Electrical Engineering
Student_2112,Roll2112,24,Software Engineering
Student_2113,Roll2113,21,Electrical Engineering
Student_2114,Roll2114,23,Business Analytics
Student_2115,Roll2115,21,Software Engineering
Student_2116,Roll2116,24,Electrical Engineering
Student_2117,Roll2117,24,Artificial Intelligence
Student_2118,Roll2118,21,Software Engineering
Student_2119,Roll2119,24,Artificial Intelligence
Student_2120,Roll2120,22,Artificial Intelligence
Student_2121,Roll2121,22,Artificial Intelligence
Student_2122,Roll2122,23,Computer Science
Student_2123,Roll2123,24,Business Analytics
Student_2124,Roll2124,22,Electrical Engineering
Student_2125,Roll2125,22,Business Analytics
Student_2126,Roll2126,21,Business Analytics
Student_2127,Roll2127,24,Business Analytics
Student_2128,Roll2128,21,Artificial Intelligence
Student_2129,Roll2129,24,Electrical Engineering
Student_2130,Roll2130,22,Business Analytics
Student_2131,Roll2131,23,Electrical Engineering
Student_2132,Roll2132,22,Electrical Engineering
Student_2133,Roll2133,24,Artificial Intelligence
Student_2134,Roll2134,24,Computer Science
Student_2135,Roll2135,23,Electrical Engineering
Student_2136,Roll2136,22,Computer Science
Student_2137,Roll2137,24,Business Analytics
Student_2138,Roll2138,22,Business Analytics
Student_2139,Roll2139,22,Electrical Engineering
Student_2140,Roll2140,24,Business Analytics
Student_2141,Roll2141,21,Business Analytics
Student_2142,Roll2142,22,Software Engineering
Student_2143,Roll2143,24,Business Analytics
Student_2144,Roll2144,24,Software Engineering
Student_2145,Roll2145,21,Artificial Intelligence
Student_2146,Roll2146,24,Computer Science
Student_2147,Roll2147,22,Artificial Intelligence
Student_2148,Roll2148,23,Business Analytics
Student_2149,Roll2149,21,Artificial Intelligence
Student_2150,Roll2150,24,Artificial Intelligence
Student_2151,Roll2151,21,Computer Science
Student_2152,Roll2152,22,Software Engineering
Student_2153,Roll2153,22,Computer Science
Student_2154,Roll2154,21,Software Engineering
Student_2155,Roll2155,23,Business Analytics
Student_2156,Roll2156,22,Electrical Engineering
Student_2157,Roll2157,21,Software Engineering
Student_2158,Roll2158,23,Software Engineering
Student_2159,Roll2159,24,Business Analytics
Student_2160,Roll2160,21,Artificial Intelligence
Student_2161,Roll2161,21,Artificial Intelligence
Student_2162,Roll2162,24,Electrical Engineering
Student_2163,Roll2163,21,Electrical Engineering
Student_2164,Roll2164,21,Software Engineering
Student_2165,Roll2165,21,Electrical Engineering
Student_2166,Roll2166,21,Electrical Engineering
Student_2167,Roll2167,22,Electrical Engineering
Student_2168,Roll2168,24,Business Analytics
Student_2169,Roll2169,21,Computer Science
Student_2170,Roll2170,23,Software Engineering
Student_2171,Roll2171,22,Artificial Intelligence
Student_2172,Roll2172,23,Artificial Intelligence
Student_2173,Roll2173,24,Computer Science
Student_2174,Roll2174,22,Business Analytics
Student_2175,Roll2175,21,Business Analytics
Student_2176,Roll2176,23,Artificial Intelligence
Student_2177,Roll2177,22,Computer Science
Student_2178,Roll2178,24,Software Engineering
Student_2179,Roll2179,24,Artificial Intelligence
Student_2180,Roll2180,23,Electrical Engineering
Student_2181,Roll2181,21,Business Analytics
Student_2182,Roll2182,21,Electrical Engineering
Student_2183,Roll2183,23,Software Engineering
Student_2184,Roll2184,23,Artificial Intelligence
Student_2185,Roll2185,24,Computer Science
Student_2186,Roll2186,24,Artificial Intelligence
Student_2187,Roll2187,23,Electrical Engineering
Student_2188,Roll2188,23,Electrical Engineering
Student_2189,Roll2189,24,Computer Science
Student_2190,Roll2190,21,Business Analytics
Student_2191,Roll2191,22,Electrical Engineering
Student_2192,Roll2192,24,Business Analytics
Student_2193,Roll2193,24,Computer Science
Student_2194,Roll2194,23,Artificial Intelligence
Student_2195,Roll2195,24,Artificial Intelligence
Student_2196,Roll2196,23,Software Engineering
Student_2197,Roll2197,21,Business Analytics
Student_2198,Roll2198,23,Electrical Engineering
Student_2199,Roll2199,21,Computer Science
Student_2200,Roll2200,24,Business Analytics
Student_2201,Roll2201,21,Business Analytics
Student_2202,Roll2202,24,Computer Science
Student_2203,Roll2203,22,Electrical Engineering
Student_2204,Roll2204,23,Computer Science
Student_2205,Roll2205,22,Software Engineering
Student_2206,Roll2206,21,Artificial Intelligence
Student_2207,Roll2207,22,Artificial Intelligence
Student_2208,Roll2208,22,Computer Science
Student_2209,Roll2209,22,Computer Science
Student_2210,Roll2210,24,Business Analytics
Student_2211,Roll2211,21,Software Engineering
Student_2212,Roll2212,21,Business Analytics
Student_2213,Roll2213,21,Business Analytics
Student_2214,Roll2214,24,Business Analytics
Student_2215,Roll2215,21,Software Engineering
Student_2216,Roll2216,22,Computer Science
Student_2217,Roll2217,24,Software Engineering
Student_2218,Roll2218,23,Electrical Engineering
Student_2219,Roll2219,23,Computer Science
Student_2220,Roll2220,24,Electrical Engineering
Student_2221,Roll2221,21,Computer Science
Student_2222,Roll2222,22,Electrical Engineering
Student_2223,Roll2223,21,Software Engineering
Student_2224,Roll2224,22,Electrical Engineering
Student_2225,Roll2225,22,Computer Science
Student_2226,Roll2226,22,Software Engineering
Student_2227,Roll2227,24,Artificial Intelligence
Student_2228,Roll2228,21,Electrical Engineering
Student_2229,Roll2229,24,Computer Science
Student_2230,Roll2230,22,Software Engineering
Student_2231,Roll2231,21,Artificial Intelligence
Student_2232,Roll2232,24,Business Analytics
Student_2233,Roll2233,23,Business Analytics
Student_2234,Roll2234,24,Computer Science
Student_2235,Roll2235,22,Artificial Intelligence
Student_2236,Roll2236,24,Software Engineering
Student_2237,Roll2237,24,Software Engineering
Student_2238,Roll2238,22,Software Engineering
Student_2239,Roll2239,24,Electrical Engineering
Student_2240,Roll2240,21,Electrical Engineering
Student_2241,Roll2241,24,Electrical Engineering
Student_2242,Roll2242,22,Computer Science
Student_2243,Roll2243,21,Artificial Intelligence
Student_2244,Roll2244,22,Software Engineering
Student_2245,Roll2245,21,Business Analytics
Student_2246,Roll2246,24,Electrical Engineering
Student_2247,Roll2247,22,Electrical Engineering
Student_2248,Roll2248,21,Software Engineering
Student_2249,Roll2249,24,Computer Science
Student_2250,Roll2250,22,Software Engineering
Student_2251,Roll2251,21,Software Engineering
Student_2252,Roll2252,24,Electrical Engineering
Student_2253,Roll2253,24,Computer Science
Student_2254,Roll2254,21,Software Engineering
Student_2255,Roll2255,23,Business Analytics
Student_2256,Roll2256,21,Business Analytics
Student_2257,Roll2257,23,Electrical Engineering
Student_2258,Roll2258,22,Electrical Engineering
Student_2259,Roll2259,24,Business Analytics
Student_2260,Roll2260,23,Business Analytics
Student_2261,Roll2261,23,Business Analytics
Student_2262,Roll2262,21,Business Analytics
Student_2263,Roll2263,24,Business Analytics
Student_2264,Roll2264,24,Computer Science
Student_2265,Roll2265,22,Artificial Intelligence
Student_2266,Roll2266,24,Software Engineering
Student_2267,Roll2267,24,Business Analytics
Student_2268,Roll2268,21,Artificial Intelligence
Student_2269,Roll2269,22,Software Engineering
Student_2270,Roll2270,24,Business Analytics
Student_2271,Roll2271,22,Business Analytics
Student_2272,Roll2272,21,Business Analytics
Student_2273,Roll2273,21,Artificial Intelligence
Student_2274,Roll2274,23,Software Engineering
Student_2275,Roll2275,23,Computer Science
Student_2276,Roll2276,24,Business Analytics
Student_2277,Roll2277,21,Business Analytics
Student_2278,Roll2278,22,Electrical Engineering
Student_2279,Roll2279,22,Business Analytics
Student_2280,Roll2280,23,Computer Science
Student_2281,Roll2281,24,Software Engineering
Student_2282,Roll2282,21,Electrical Engineering
Student_2283,Roll2283,21,Software Engineering
Student_2284,Roll2284,23,Computer Science
Student_2285,Roll2285,23,Electrical Engineering
Student_2286,Roll2286,23,Artificial Intelligence
Student_2287,Roll2287,22,Software Engineering
Student_2288,Roll2288,22,Computer Science
Student_2289,Roll2289,23,Computer Science
Student_2290,Roll2290,22,Computer Science
Student_2291,Roll2291,24,Software Engineering
Student_2292,Roll2292,21,Computer Science
Student_2293,Roll2293,23,Artificial Intelligence
Student_2294,Roll2294,24,Electrical Engineering
Student_2295,Roll2295,21,Software Engineering
Student_2296,Roll2296,24,Business Analytics
Student_2297,Roll2297,23,Electrical Engineering
Student_2298,Roll2298,24,Electrical Engineering
Student_2299,Roll2299,21,Computer Science
Student_2300,Roll2300,22,Computer Science
Student_2301,Roll2301,24,Business Analytics
Student_2302,Roll2302,24,Electrical Engineering
Student_2303,Roll2303,24,Computer Science
Student_2304,Roll2304,24,Artificial Intelligence
Student_2305,Roll2305,22,Software Engineering
Student_2306,Roll2306,21,Business Analytics
Student_2307,Roll2307,23,Business Analytics
Student_2308,Roll2308,24,Artificial Intelligence
Student_2309,Roll2309,23,Computer Science
Student_2310,Roll2310,24,Electrical Engineering
Student_2311,Roll2311,21,Computer Science
Student_2312,Roll2312,22,Electrical Engineering
Student_2313,Roll2313,21,Business Analytics
Student_2314,Roll2314,23,Business Analytics
Student_2315,Roll2315,24,Computer Science
Student_2316,Roll2316,24,Computer Science
Student_2317,Roll2317,22,Business Analytics
Student_2318,Roll2318,21,Artificial Intelligence
Student_2319,Roll2319,23,Business Analytics
Student_2320,Roll2320,21,Software Engineering
Student_2321,Roll2321,23,Software Engineering
Student_2322,Roll2322,22,Business Analytics
Student_2323,Roll2323,23,Artificial Intelligence
Student_2324,Roll2324,23,Computer Science
Student_2325,Roll2325,24,Business Analytics
Student_2326,Roll2326,23,Artificial Intelligence
Student_2327,Roll2327,22,Artificial Intelligence
Student_2328,Roll2328,21,Artificial Intelligence
Student_2329,Roll2329,22,Artificial Intelligence
Student_2330,Roll2330,22,Software Engineering
Student_2331,Roll2331,24,Computer Science
Student_2332,Roll2332,21,Computer Science
Student_2333,Roll2333,22,Artificial Intelligence
Student_2334,Roll2334,21,Artificial Intelligence
Student_2335,Roll2335,24,Artificial Intelligence
Student_2336,Roll2336,22,Artificial Intelligence
Student_2337,Roll2337,21,Business Analytics
Student_2338,Roll2338,22,Business Analytics
Student_2339,Roll2339,22,Artificial Intelligence
Student_2340,Roll2340,21,Electrical Engineering
Student_2341,Roll2341,24,Computer Science
Student_2342,Roll2342,24,Computer Science
Student_2343,Roll2343,23,Electrical Engineering
Student_2344,Roll2344,24,Computer Science
Student_2345,Roll2345,23,Business Analytics
Student_2346,Roll2346,23,Electrical Engineering
Student_2347,Roll2347,24,Software Engineering
Student_2348,Roll2348,22,Artificial Intelligence
Student_2349,Roll2349,22,Business Analytics
Student_2350,Roll2350,21,Computer Science
Student_2351,Roll2351,22,Software Engineering
Student_2352,Roll2352,24,Business Analytics
Student_2353,Roll2353,23,Software Engineering
Student_2354,Roll2354,22,Artificial Intelligence
Student_2355,Roll2355,22,Software Engineering
Student_2356,Roll2356,24,Artificial Intelligence
Student_2357,Roll2357,22,Electrical Engineering
Student_2358,Roll2358,22,Electrical Engineering
Student_2359,Roll2359,22,Artificial Intelligence
Student_2360,Roll2360,22,Artificial Intelligence
Student_2361,Roll2361,21,Software Engineering
Student_2362,Roll2362,24,Electrical Engineering
Student_2363,Roll2363,22,Computer Science
Student_2364,Roll2364,21,Software Engineering
Student_2365,Roll2365,24,Software Engineering
Student_2366,Roll2366,23,Business Analytics
Student_2367,Roll2367,22,Artificial Intelligence
Student_2368,Roll2368,21,Electrical Engineering
Student_2369,Roll2369,23,Computer Science
Student_2370,Roll2370,22,Business Analytics
Student_2371,Roll2371,21,Computer Science
Student_2372,Roll2372,23,Electrical Engineering
Student_2373,Roll2373,22,Business Analytics
Student_2374,Roll2374,21,Computer Science
Student_2375,Roll2375,23,Software Engineering
Student_2376,Roll2376,22,Computer Science
Student_2377,Roll2377,24,Electrical Engineering
Student_2378,Roll2378,21,Artificial Intelligence
Student_2379,Roll2379,24,Software Engineering
Student_2380,Roll2380,21,Software Engineering
Student_2381,Roll2381,22,Computer Science
Student_2382,Roll2382,22,Software Engineering
Student_2383,Roll2383,22,Electrical Engineering
Student_2384,Roll2384,24,Business Analytics
Student_2385,Roll2385,23,Business Analytics
Student_2386,Roll2386,22,Software Engineering
Student_2387,Roll2387,23,Computer Science
Student_2388,Roll2388,21,Computer Science
Student_2389,Roll2389,24,Artificial Intelligence
Student_2390,Roll2390,24,Computer Science
Student_2391,Roll2391,21,Computer Science
Student_2392,Roll2392,21,Software Engineering
Student_2393,Roll2393,23,Software Engineering
Student_2394,Roll2394,22,Electrical Engineering
Student_2395,Roll2395,21,Artificial Intelligence
Student_2396,Roll2396,24,Electrical Engineering
Student_2397,Roll2397,24,Business Analytics
Student_2398,Roll2398,24,Artificial Intelligence
Student_2399,Roll2399,22,Computer Science
Student_2400,Roll2400,23,Artificial Intelligence
Student_2401,Roll2401,22,Electrical Engineering
Student_2402,Roll2402,22,Computer Science
Student_2403,Roll2403,23,Software Engineering
Student_2404,Roll2404,22,Electrical Engineering
Student_2405,Roll2405,23,Computer Science
Student_2406,Roll2406,22,Software Engineering
Student_2407,Roll2407,23,Business Analytics
Student_2408,Roll2408,24,Electrical Engineering
Student_2409,Roll2409,23,Business Analytics
Student_2410,Roll2410,22,Computer Science
Student_2411,Roll2411,24,Software Engineering
Student_2412,Roll2412,24,Electrical Engineering
Student_2413,Roll2413,24,Artificial Intelligence
Student_2414,Roll2414,23,Computer Science
Student_2415,Roll2415,21,Artificial Intelligence
Student_2416,Roll2416,21,Artificial Intelligence
Student_2417,Roll2417,24,Computer Science
Student_2418,Roll2418,21,Software Engineering
Student_2419,Roll2419,22,Electrical Engineering
Student_2420,Roll2420,22,Electrical Engineering
Student_2421,Roll2421,23,Business Analytics
Student_2422,Roll2422,23,Business Analytics
Student_2423,Roll2423,22,Software Engineering
Student_2424,Roll2424,24,Artificial Intelligence
Student_2425,Roll2425,23,Artificial Intelligence
Student_2426,Roll2426,21,Computer Science
Student_2427,Roll2427,21,Electrical Engineering
Student_2428,Roll2428,24,Computer Science
Student_2429,Roll2429,22,Business Analytics
Student_2430,Roll2430,21,Computer Science
Student_2431,Roll2431,21,Computer Science
Student_2432,Roll2432,21,Software Engineering
Student_2433,Roll2433,21,Electrical Engineering
Student_2434,Roll2434,22,Electrical Engineering
Student_2435,Roll2435,23,Electrical Engineering
Student_2436,Roll2436,24,Electrical Engineering
Student_2437,Roll2437,22,Business Analytics
Student_2438,Roll2438,22,Electrical Engineering
Student_2439,Roll2439,23,Electrical Engineering
Student_2440,Roll2440,24,Software Engineering
Student_2441,Roll2441,22,Artificial Intelligence
Student_2442,Roll2442,24,Computer Science
Student_2443,Roll2443,21,Computer Science
Student_2444,Roll2444,22,Business Analytics
Student_2445,Roll2445,22,Computer Science
Student_2446,Roll2446,22,Computer Science
Student_2447,Roll2447,21,Business Analytics
Student_2448,Roll2448,21,Electrical Engineering
Student_2449,Roll2449,24,Artificial Intelligence
Student_2450,Roll2450,23,Electrical Engineering
Student_2451,Roll2451,24,Electrical Engineering
Student_2452,Roll2452,22,Electrical Engineering
Student_2453,Roll2453,21,Artificial Intelligence
Student_2454,Roll2454,21,Business Analytics
Student_2455,Roll2455,21,Business Analytics
Student_2456,Roll2456,23,Artificial Intelligence
Student_2457,Roll2457,24,Computer Science
Student_2458,Roll2458,21,Electrical Engineering
Student_2459,Roll2459,24,Business Analytics
Student_2460,Roll2460,21,Electrical Engineering
Student_2461,Roll2461,22,Software Engineering
Student_2462,Roll2462,23,Software Engineering
Student_2463,Roll2463,23,Electrical Engineering
Student_2464,Roll2464,22,Computer Science
Student_2465,Roll2465,21,Artificial Intelligence
Student_2466,Roll2466,23,Artificial Intelligence
Student_2467,Roll2467,24,Computer Science
Student_2468,Roll2468,24,Computer Science
Student_2469,Roll2469,24,Software Engineering
Student_2470,Roll2470,21,Artificial Intelligence
Student_2471,Roll2471,21,Software Engineering
Student_2472,Roll2472,22,Software Engineering
Student_2473,Roll2473,22,Business Analytics
Student_2474,Roll2474,24,Computer Science
Student_2475,Roll2475,22,Software Engineering
Student_2476,Roll2476,23,Artificial Intelligence
Student_2477,Roll2477,22,Electrical Engineering
Student_2478,Roll2478,22,Computer Science
Student_2479,Roll2479,21,Artificial Intelligence
Student_2480,Roll2480,21,Artificial Intelligence
Student_2481,Roll2481,22,Business Analytics
Student_2482,Roll2482,22,Electrical Engineering
Student_2483,Roll2483,24,Software Engineering
Student_2484,Roll2484,22,Software Engineering
Student_2485,Roll2485,21,Software Engineering
Student_2486,Roll2486,22,Software Engineering
Student_2487,Roll2487,24,Computer Science
Student_2488,Roll2488,24,Computer Science
Student_2489,Roll2489,23,Electrical Engineering
Student_2490,Roll2490,21,Business Analytics
Student_2491,Roll2491,21,Electrical Engineering
Student_2492,Roll2492,24,Computer Science
Student_2493,Roll2493,21,Electrical Engineering
Student_2494,Roll2494,24,Artificial Intelligence
Student_2495,Roll2495,21,Business Analytics
Student_2496,Roll2496,23,Software Engineering
Student_2497,Roll2497,21,Artificial Intelligence
Student_2498,Roll2498,22,Software Engineering
Student_2499,Roll2499,21,Business Analytics
Student_2500,Roll2500,22,Artificial Intelligence
